InvoiceID,SupplierID,CompanyID,GoodsCode,Quantity,UnitPrice,TotalAmount,TotalAmountVAT,InvoiceDate
B2B00017151,SUPP_001,COMP000168,3401,641.098,37.7,24169.41,6042.35,2024-10-31
B2B00017152,SUPP_001,COMP000168,3402,1080.12,44.63,48205.78,12051.44,2024-10-31
B2B00017153,SUPP_001,COMP000168,4818,1608.332,29.69,47751.39,11937.85,2024-10-31
B2B00017154,SUPP_001,COMP000168,6307,399.162,54.33,21686.44,5421.61,2024-10-31
B2B00017155,SUPP_001,COMP000168,2710,909.766,15.29,13910.33,3477.58,2024-10-07
B2B00017156,SUPP_001,COMP000168,2710,959.149,15.29,14665.39,3666.35,2024-11-04
B2B00017157,SUPP_001,COMP000168,3401,668.677,37.7,25209.14,6302.28,2024-11-30
B2B00017158,SUPP_001,COMP000168,3402,1087.202,44.63,48521.82,12130.46,2024-11-30
B2B00017159,SUPP_001,COMP000168,4818,1606.407,29.69,47694.24,11923.56,2024-11-30
B2B00017160,SUPP_001,COMP000168,6307,414.716,54.33,22531.51,5632.88,2024-11-30
B2B00017161,SUPP_001,COMP000169,2710,151.965,15.14,2300.75,575.19,2024-01-01
B2B00017162,SUPP_001,COMP000169,3401,118.281,37.13,4391.78,1097.94,2024-01-31
B2B00017163,SUPP_001,COMP000169,3402,182.706,43.96,8031.76,2007.94,2024-01-31
B2B00017164,SUPP_001,COMP000169,4818,281.34,29.31,8246.07,2061.52,2024-01-31
B2B00017165,SUPP_001,COMP000169,6307,68.63,53.74,3688.16,922.04,2024-01-31
B2B00017166,SUPP_001,COMP000169,2710,164.746,15.14,2494.26,623.57,2024-02-05
B2B00017167,SUPP_001,COMP000169,3401,116.503,37.13,4325.77,1081.44,2024-02-29
B2B00017168,SUPP_001,COMP000169,3402,182.551,43.96,8024.94,2006.24,2024-02-29
B2B00017169,SUPP_001,COMP000169,4818,264.95,29.31,7765.68,1941.42,2024-02-29
B2B00017170,SUPP_001,COMP000169,6307,67.119,53.74,3606.96,901.74,2024-02-29
B2B00017171,SUPP_001,COMP000169,2710,152.61,15.14,2310.52,577.63,2024-03-04
B2B00017172,SUPP_001,COMP000169,3401,109.619,37.13,4070.16,1017.54,2024-03-31
B2B00017173,SUPP_001,COMP000169,3402,177.355,43.96,7796.52,1949.13,2024-03-31
B2B00017174,SUPP_001,COMP000169,4818,273.755,29.31,8023.76,2005.94,2024-03-31
B2B00017175,SUPP_001,COMP000169,6307,71.417,53.74,3837.94,959.48,2024-03-31
B2B00017176,SUPP_001,COMP000169,2710,164.364,15.14,2488.46,622.12,2024-04-01
B2B00017177,SUPP_001,COMP000169,3401,119.66,37.15,4445.37,1111.34,2024-04-30
B2B00017178,SUPP_001,COMP000169,3402,188.166,43.96,8271.76,2067.94,2024-04-30
B2B00017179,SUPP_001,COMP000169,4818,284.381,29.33,8340.89,2085.22,2024-04-30
B2B00017180,SUPP_001,COMP000169,6307,66.337,53.59,3555.0,888.75,2024-04-30
B2B00017181,SUPP_001,COMP000169,2710,152.216,15.09,2296.94,574.24,2024-05-06
B2B00017182,SUPP_001,COMP000169,3401,114.496,37.15,4253.54,1063.38,2024-05-31
B2B00017183,SUPP_001,COMP000169,3402,177.433,43.96,7799.94,1949.98,2024-05-31
B2B00017184,SUPP_001,COMP000169,4818,268.875,29.33,7886.1,1971.52,2024-05-31
B2B00017185,SUPP_001,COMP000169,6307,66.645,53.59,3571.5,892.88,2024-05-31
B2B00017186,SUPP_001,COMP000169,2710,151.414,15.09,2284.83,571.21,2024-06-03
B2B00017187,SUPP_001,COMP000169,3401,114.69,37.15,4260.73,1065.18,2024-06-30
B2B00017188,SUPP_001,COMP000169,3402,175.227,43.96,7702.99,1925.75,2024-06-30
B2B00017189,SUPP_001,COMP000169,4818,261.288,29.33,7663.59,1915.9,2024-06-30
B2B00017190,SUPP_001,COMP000169,6307,70.505,53.59,3778.37,944.59,2024-06-30
B2B00017191,SUPP_001,COMP000169,2710,157.234,15.09,2372.66,593.16,2024-07-01
B2B00017192,SUPP_001,COMP000169,3401,117.564,37.12,4363.97,1090.99,2024-07-31
B2B00017193,SUPP_001,COMP000169,3402,188.863,44.03,8315.64,2078.91,2024-07-31
B2B00017194,SUPP_001,COMP000169,4818,282.596,29.29,8277.24,2069.31,2024-07-31
B2B00017195,SUPP_001,COMP000169,6307,68.321,53.64,3664.75,916.19,2024-07-31
B2B00017196,SUPP_001,COMP000169,2710,165.449,15.09,2496.63,624.16,2024-08-05
B2B00017197,SUPP_001,COMP000169,3401,117.293,37.12,4353.91,1088.48,2024-08-31
B2B00017198,SUPP_001,COMP000169,3402,181.998,44.03,8013.39,2003.35,2024-08-31
B2B00017199,SUPP_001,COMP000169,4818,261.972,29.29,7673.15,1918.29,2024-08-31
B2B00017200,SUPP_001,COMP000169,6307,65.497,53.64,3513.25,878.31,2024-08-31
B2B00017201,SUPP_001,COMP000169,2710,157.327,15.09,2374.06,593.52,2024-09-02
B2B00017202,SUPP_001,COMP000169,3401,116.194,37.12,4313.11,1078.28,2024-09-30
B2B00017203,SUPP_001,COMP000169,3402,183.179,44.03,8065.39,2016.35,2024-09-30
B2B00017204,SUPP_001,COMP000169,4818,270.656,29.29,7927.52,1981.88,2024-09-30
B2B00017205,SUPP_001,COMP000169,6307,71.494,53.64,3834.92,958.73,2024-09-30
B2B00017206,SUPP_001,COMP000169,3401,116.148,37.17,4317.23,1079.31,2024-10-31
B2B00017207,SUPP_001,COMP000169,3402,180.094,44.0,7924.14,1981.04,2024-10-31
B2B00017208,SUPP_001,COMP000169,4818,276.251,29.27,8085.87,2021.47,2024-10-31
B2B00017209,SUPP_001,COMP000169,6307,65.341,53.56,3499.69,874.92,2024-10-31
B2B00017210,SUPP_001,COMP000169,2710,152.48,15.08,2299.39,574.85,2024-10-07
B2B00017211,SUPP_001,COMP000169,2710,158.727,15.08,2393.6,598.4,2024-11-04
B2B00017212,SUPP_001,COMP000169,3401,119.43,37.17,4439.21,1109.8,2024-11-30
B2B00017213,SUPP_001,COMP000169,3402,179.954,44.0,7917.97,1979.49,2024-11-30
B2B00017214,SUPP_001,COMP000169,4818,272.202,29.27,7967.35,1991.84,2024-11-30
B2B00017215,SUPP_001,COMP000169,6307,65.942,53.56,3531.84,882.96,2024-11-30
B2B00017216,SUPP_001,COMP000170,2710,38.137,15.56,593.42,148.35,2024-01-01
B2B00017217,SUPP_001,COMP000170,3401,27.718,38.15,1057.44,264.36,2024-01-31
B2B00017218,SUPP_001,COMP000170,3402,43.344,45.18,1958.28,489.57,2024-01-31
B2B00017219,SUPP_001,COMP000170,4818,64.547,30.12,1944.14,486.04,2024-01-31
B2B00017220,SUPP_001,COMP000170,6307,16.597,55.22,916.51,229.13,2024-01-31
B2B00017221,SUPP_001,COMP000170,2710,36.999,15.56,575.71,143.93,2024-02-05
B2B00017222,SUPP_001,COMP000170,3401,27.531,38.15,1050.31,262.58,2024-02-29
B2B00017223,SUPP_001,COMP000170,3402,41.928,45.18,1894.3,473.58,2024-02-29
B2B00017224,SUPP_001,COMP000170,4818,62.987,30.12,1897.18,474.3,2024-02-29
B2B00017225,SUPP_001,COMP000170,6307,16.232,55.22,896.36,224.09,2024-02-29
B2B00017226,SUPP_001,COMP000170,2710,39.147,15.56,609.13,152.28,2024-03-04
B2B00017227,SUPP_001,COMP000170,3401,26.232,38.15,1000.76,250.19,2024-03-31
B2B00017228,SUPP_001,COMP000170,3402,41.376,45.18,1869.35,467.34,2024-03-31
B2B00017229,SUPP_001,COMP000170,4818,66.962,30.12,2016.9,504.22,2024-03-31
B2B00017230,SUPP_001,COMP000170,6307,16.943,55.22,935.6,233.9,2024-03-31
B2B00017231,SUPP_001,COMP000170,2710,36.929,15.56,574.61,143.65,2024-04-01
B2B00017232,SUPP_001,COMP000170,3401,27.375,38.17,1044.89,261.22,2024-04-30
B2B00017233,SUPP_001,COMP000170,3402,43.737,45.18,1976.04,494.01,2024-04-30
B2B00017234,SUPP_001,COMP000170,4818,67.813,30.14,2043.9,510.98,2024-04-30
B2B00017235,SUPP_001,COMP000170,6307,16.019,55.07,882.16,220.54,2024-04-30
B2B00017236,SUPP_001,COMP000170,2710,38.187,15.51,592.28,148.07,2024-05-06
B2B00017237,SUPP_001,COMP000170,3401,25.993,38.17,992.14,248.04,2024-05-31
B2B00017238,SUPP_001,COMP000170,3402,44.752,45.18,2021.89,505.47,2024-05-31
B2B00017239,SUPP_001,COMP000170,4818,66.226,30.14,1996.04,499.01,2024-05-31
B2B00017240,SUPP_001,COMP000170,6307,15.924,55.07,876.92,219.23,2024-05-31
B2B00017241,SUPP_001,COMP000170,2710,36.816,15.51,571.02,142.76,2024-06-03
B2B00017242,SUPP_001,COMP000170,3401,26.559,38.17,1013.78,253.44,2024-06-30
B2B00017243,SUPP_001,COMP000170,3402,43.338,45.18,1957.99,489.5,2024-06-30
B2B00017244,SUPP_001,COMP000170,4818,65.88,30.14,1985.62,496.4,2024-06-30
B2B00017245,SUPP_001,COMP000170,6307,15.358,55.07,845.74,211.44,2024-06-30
B2B00017246,SUPP_001,COMP000170,2710,37.488,15.51,581.45,145.36,2024-07-01
B2B00017247,SUPP_001,COMP000170,3401,27.204,38.14,1037.55,259.39,2024-07-31
B2B00017248,SUPP_001,COMP000170,3402,41.638,45.25,1884.13,471.03,2024-07-31
B2B00017249,SUPP_001,COMP000170,4818,64.224,30.1,1933.13,483.28,2024-07-31
B2B00017250,SUPP_001,COMP000170,6307,16.065,55.12,885.52,221.38,2024-07-31
B2B00017251,SUPP_001,COMP000170,2710,38.942,15.51,603.99,151.0,2024-08-05
B2B00017252,SUPP_001,COMP000170,3401,25.976,38.14,990.73,247.68,2024-08-31
B2B00017253,SUPP_001,COMP000170,3402,42.94,45.25,1943.02,485.76,2024-08-31
B2B00017254,SUPP_001,COMP000170,4818,63.33,30.1,1906.23,476.56,2024-08-31
B2B00017255,SUPP_001,COMP000170,6307,15.758,55.12,868.58,217.14,2024-08-31
B2B00017256,SUPP_001,COMP000170,2710,36.964,15.51,573.31,143.33,2024-09-02
B2B00017257,SUPP_001,COMP000170,3401,27.057,38.14,1031.95,257.99,2024-09-30
B2B00017258,SUPP_001,COMP000170,3402,44.855,45.25,2029.69,507.42,2024-09-30
B2B00017259,SUPP_001,COMP000170,4818,67.088,30.1,2019.36,504.84,2024-09-30
B2B00017260,SUPP_001,COMP000170,6307,16.459,55.12,907.21,226.8,2024-09-30
B2B00017261,SUPP_001,COMP000170,3401,27.341,38.19,1044.15,261.04,2024-10-31
B2B00017262,SUPP_001,COMP000170,3402,42.403,45.22,1917.45,479.36,2024-10-31
B2B00017263,SUPP_001,COMP000170,4818,66.067,30.08,1987.29,496.82,2024-10-31
B2B00017264,SUPP_001,COMP000170,6307,15.516,55.04,854.02,213.5,2024-10-31
B2B00017265,SUPP_001,COMP000170,2710,36.632,15.49,567.42,141.85,2024-10-07
B2B00017266,SUPP_001,COMP000170,2710,35.614,15.49,551.66,137.92,2024-11-04
B2B00017267,SUPP_001,COMP000170,3401,26.83,38.19,1024.65,256.16,2024-11-30
B2B00017268,SUPP_001,COMP000170,3402,41.357,45.22,1870.14,467.54,2024-11-30
B2B00017269,SUPP_001,COMP000170,4818,63.165,30.08,1900.01,475.0,2024-11-30
B2B00017270,SUPP_001,COMP000170,6307,15.709,55.04,864.61,216.15,2024-11-30
B2B00017271,SUPP_001,COMP000171,2710,343.469,15.31,5258.52,1314.63,2024-01-01
B2B00017272,SUPP_001,COMP000171,3401,242.977,37.54,9121.34,2280.34,2024-01-31
B2B00017273,SUPP_001,COMP000171,3402,369.417,44.46,16424.28,4106.07,2024-01-31
B2B00017274,SUPP_001,COMP000171,4818,562.638,29.64,16676.59,4169.15,2024-01-31
B2B00017275,SUPP_001,COMP000171,6307,147.447,54.34,8012.24,2003.06,2024-01-31
B2B00017276,SUPP_001,COMP000171,2710,350.813,15.31,5370.95,1342.74,2024-02-05
B2B00017277,SUPP_001,COMP000171,3401,254.345,37.54,9548.11,2387.03,2024-02-29
B2B00017278,SUPP_001,COMP000171,3402,397.676,44.46,17680.68,4420.17,2024-02-29
B2B00017279,SUPP_001,COMP000171,4818,583.943,29.64,17308.07,4327.02,2024-02-29
B2B00017280,SUPP_001,COMP000171,6307,140.329,54.34,7625.5,1906.38,2024-02-29
B2B00017281,SUPP_001,COMP000171,2710,351.526,15.31,5381.86,1345.46,2024-03-04
B2B00017282,SUPP_001,COMP000171,3401,246.377,37.54,9248.99,2312.25,2024-03-31
B2B00017283,SUPP_001,COMP000171,3402,396.132,44.46,17612.03,4403.01,2024-03-31
B2B00017284,SUPP_001,COMP000171,4818,608.834,29.64,18045.85,4511.46,2024-03-31
B2B00017285,SUPP_001,COMP000171,6307,143.829,54.34,7815.68,1953.92,2024-03-31
B2B00017286,SUPP_001,COMP000171,2710,331.598,15.31,5076.76,1269.19,2024-04-01
B2B00017287,SUPP_001,COMP000171,3401,238.377,37.56,8953.46,2238.36,2024-04-30
B2B00017288,SUPP_001,COMP000171,3402,395.965,44.46,17604.59,4401.15,2024-04-30
B2B00017289,SUPP_001,COMP000171,4818,593.955,29.66,17616.69,4404.17,2024-04-30
B2B00017290,SUPP_001,COMP000171,6307,148.178,54.19,8029.78,2007.44,2024-04-30
B2B00017291,SUPP_001,COMP000171,2710,320.387,15.26,4889.1,1222.28,2024-05-06
B2B00017292,SUPP_001,COMP000171,3401,233.891,37.56,8784.93,2196.23,2024-05-31
B2B00017293,SUPP_001,COMP000171,3402,379.75,44.46,16883.67,4220.92,2024-05-31
B2B00017294,SUPP_001,COMP000171,4818,587.095,29.66,17413.23,4353.31,2024-05-31
B2B00017295,SUPP_001,COMP000171,6307,143.944,54.19,7800.35,1950.09,2024-05-31
B2B00017296,SUPP_001,COMP000171,2710,334.226,15.26,5100.29,1275.07,2024-06-03
B2B00017297,SUPP_001,COMP000171,3401,234.807,37.56,8819.35,2204.84,2024-06-30
B2B00017298,SUPP_001,COMP000171,3402,378.257,44.46,16817.29,4204.32,2024-06-30
B2B00017299,SUPP_001,COMP000171,4818,590.882,29.66,17525.57,4381.39,2024-06-30
B2B00017300,SUPP_001,COMP000171,6307,145.176,54.19,7867.11,1966.78,2024-06-30
B2B00017301,SUPP_001,COMP000171,2710,339.008,15.26,5173.27,1293.32,2024-07-01
B2B00017302,SUPP_001,COMP000171,3401,230.28,37.53,8642.39,2160.6,2024-07-31
B2B00017303,SUPP_001,COMP000171,3402,371.769,44.53,16554.85,4138.71,2024-07-31
B2B00017304,SUPP_001,COMP000171,4818,555.825,29.62,16463.54,4115.88,2024-07-31
B2B00017305,SUPP_001,COMP000171,6307,150.043,54.24,8138.31,2034.58,2024-07-31
B2B00017306,SUPP_001,COMP000171,2710,320.775,15.26,4895.02,1223.76,2024-08-05
B2B00017307,SUPP_001,COMP000171,3401,248.592,37.53,9329.67,2332.42,2024-08-31
B2B00017308,SUPP_001,COMP000171,3402,380.048,44.53,16923.55,4230.89,2024-08-31
B2B00017309,SUPP_001,COMP000171,4818,597.723,29.62,17704.56,4426.14,2024-08-31
B2B00017310,SUPP_001,COMP000171,6307,146.67,54.24,7955.36,1988.84,2024-08-31
B2B00017311,SUPP_001,COMP000171,2710,338.631,15.26,5167.5,1291.88,2024-09-02
B2B00017312,SUPP_001,COMP000171,3401,249.392,37.53,9359.69,2339.92,2024-09-30
B2B00017313,SUPP_001,COMP000171,3402,396.869,44.53,17672.56,4418.14,2024-09-30
B2B00017314,SUPP_001,COMP000171,4818,598.823,29.62,17737.14,4434.28,2024-09-30
B2B00017315,SUPP_001,COMP000171,6307,152.122,54.24,8251.12,2062.78,2024-09-30
B2B00017316,SUPP_001,COMP000171,3401,242.637,37.58,9118.31,2279.58,2024-10-31
B2B00017317,SUPP_001,COMP000171,3402,375.39,44.5,16704.84,4176.21,2024-10-31
B2B00017318,SUPP_001,COMP000171,4818,552.619,29.6,16357.53,4089.38,2024-10-31
B2B00017319,SUPP_001,COMP000171,6307,142.667,54.16,7726.83,1931.71,2024-10-31
B2B00017320,SUPP_001,COMP000171,2710,338.368,15.24,5156.72,1289.18,2024-10-07
B2B00017321,SUPP_001,COMP000171,2710,326.253,15.24,4972.1,1243.03,2024-11-04
B2B00017322,SUPP_001,COMP000171,3401,245.996,37.58,9244.54,2311.14,2024-11-30
B2B00017323,SUPP_001,COMP000171,3402,389.852,44.5,17348.41,4337.1,2024-11-30
B2B00017324,SUPP_001,COMP000171,4818,592.849,29.6,17548.34,4387.08,2024-11-30
B2B00017325,SUPP_001,COMP000171,6307,139.89,54.16,7576.43,1894.11,2024-11-30
B2B00017326,SUPP_001,COMP000172,2710,448.478,15.89,7126.32,1781.58,2024-01-01
B2B00017327,SUPP_001,COMP000172,3401,294.713,38.95,11479.05,2869.76,2024-01-31
B2B00017328,SUPP_001,COMP000172,3402,502.689,46.12,23184.0,5796.0,2024-01-31
B2B00017329,SUPP_001,COMP000172,4818,774.355,30.75,23811.4,5952.85,2024-01-31
B2B00017330,SUPP_001,COMP000172,6307,194.027,56.37,10937.28,2734.32,2024-01-31
B2B00017331,SUPP_001,COMP000172,2710,410.948,15.89,6529.96,1632.49,2024-02-05
B2B00017332,SUPP_001,COMP000172,3401,315.213,38.95,12277.55,3069.39,2024-02-29
B2B00017333,SUPP_001,COMP000172,3402,513.179,46.12,23667.81,5916.95,2024-02-29
B2B00017334,SUPP_001,COMP000172,4818,727.056,30.75,22356.99,5589.25,2024-02-29
B2B00017335,SUPP_001,COMP000172,6307,181.1,56.37,10208.59,2552.15,2024-02-29
B2B00017336,SUPP_001,COMP000172,2710,426.806,15.89,6781.95,1695.49,2024-03-04
B2B00017337,SUPP_001,COMP000172,3401,304.004,38.95,11840.97,2960.24,2024-03-31
B2B00017338,SUPP_001,COMP000172,3402,508.596,46.12,23456.45,5864.11,2024-03-31
B2B00017339,SUPP_001,COMP000172,4818,751.344,30.75,23103.82,5775.96,2024-03-31
B2B00017340,SUPP_001,COMP000172,6307,192.954,56.37,10876.84,2719.21,2024-03-31
B2B00017341,SUPP_001,COMP000172,2710,435.933,15.89,6926.97,1731.74,2024-04-01
B2B00017342,SUPP_001,COMP000172,3401,314.431,38.97,12253.39,3063.35,2024-04-30
B2B00017343,SUPP_001,COMP000172,3402,518.595,46.12,23917.59,5979.4,2024-04-30
B2B00017344,SUPP_001,COMP000172,4818,773.172,30.77,23790.49,5947.62,2024-04-30
B2B00017345,SUPP_001,COMP000172,6307,191.805,56.22,10783.3,2695.82,2024-04-30
B2B00017346,SUPP_001,COMP000172,2710,435.252,15.84,6894.4,1723.6,2024-05-06
B2B00017347,SUPP_001,COMP000172,3401,297.437,38.97,11591.11,2897.78,2024-05-31
B2B00017348,SUPP_001,COMP000172,3402,480.658,46.12,22167.95,5541.99,2024-05-31
B2B00017349,SUPP_001,COMP000172,4818,772.592,30.77,23772.66,5943.16,2024-05-31
B2B00017350,SUPP_001,COMP000172,6307,190.833,56.22,10728.66,2682.16,2024-05-31
B2B00017351,SUPP_001,COMP000172,2710,421.587,15.84,6677.94,1669.48,2024-06-03
B2B00017352,SUPP_001,COMP000172,3401,295.53,38.97,11516.79,2879.2,2024-06-30
B2B00017353,SUPP_001,COMP000172,3402,517.714,46.12,23876.98,5969.24,2024-06-30
B2B00017354,SUPP_001,COMP000172,4818,709.764,30.77,21839.43,5459.86,2024-06-30
B2B00017355,SUPP_001,COMP000172,6307,192.981,56.22,10849.38,2712.34,2024-06-30
B2B00017356,SUPP_001,COMP000172,2710,449.302,15.84,7116.94,1779.24,2024-07-01
B2B00017357,SUPP_001,COMP000172,3401,313.271,38.94,12198.76,3049.69,2024-07-31
B2B00017358,SUPP_001,COMP000172,3402,513.29,46.2,23714.01,5928.5,2024-07-31
B2B00017359,SUPP_001,COMP000172,4818,769.013,30.73,23631.77,5907.94,2024-07-31
B2B00017360,SUPP_001,COMP000172,6307,186.935,56.27,10518.83,2629.71,2024-07-31
B2B00017361,SUPP_001,COMP000172,2710,446.142,15.84,7066.88,1766.72,2024-08-05
B2B00017362,SUPP_001,COMP000172,3401,307.275,38.94,11965.27,2991.32,2024-08-31
B2B00017363,SUPP_001,COMP000172,3402,505.513,46.2,23354.69,5838.67,2024-08-31
B2B00017364,SUPP_001,COMP000172,4818,779.136,30.73,23942.85,5985.71,2024-08-31
B2B00017365,SUPP_001,COMP000172,6307,188.005,56.27,10579.02,2644.76,2024-08-31
B2B00017366,SUPP_001,COMP000172,2710,411.545,15.84,6518.88,1629.72,2024-09-02
B2B00017367,SUPP_001,COMP000172,3401,300.355,38.94,11695.82,2923.96,2024-09-30
B2B00017368,SUPP_001,COMP000172,3402,510.137,46.2,23568.31,5892.08,2024-09-30
B2B00017369,SUPP_001,COMP000172,4818,761.776,30.73,23409.36,5852.34,2024-09-30
B2B00017370,SUPP_001,COMP000172,6307,184.221,56.27,10366.13,2591.53,2024-09-30
B2B00017371,SUPP_001,COMP000172,3401,315.177,38.99,12288.77,3072.19,2024-10-31
B2B00017372,SUPP_001,COMP000172,3402,504.75,46.17,23304.32,5826.08,2024-10-31
B2B00017373,SUPP_001,COMP000172,4818,773.649,30.71,23758.76,5939.69,2024-10-31
B2B00017374,SUPP_001,COMP000172,6307,186.375,56.19,10472.4,2618.1,2024-10-31
B2B00017375,SUPP_001,COMP000172,2710,424.515,15.82,6715.83,1678.96,2024-10-07
B2B00017376,SUPP_001,COMP000172,2710,429.659,15.82,6797.21,1699.3,2024-11-04
B2B00017377,SUPP_001,COMP000172,3401,315.283,38.99,12292.87,3073.22,2024-11-30
B2B00017378,SUPP_001,COMP000172,3402,508.726,46.17,23487.86,5871.96,2024-11-30
B2B00017379,SUPP_001,COMP000172,4818,716.63,30.71,22007.69,5501.92,2024-11-30
B2B00017380,SUPP_001,COMP000172,6307,179.708,56.19,10097.77,2524.44,2024-11-30
B2B00017381,SUPP_001,COMP000173,2710,296.881,15.47,4592.75,1148.19,2024-01-01
B2B00017382,SUPP_001,COMP000173,3401,216.23,37.92,8199.43,2049.86,2024-01-31
B2B00017383,SUPP_001,COMP000173,3402,317.978,44.91,14280.37,3570.09,2024-01-31
B2B00017384,SUPP_001,COMP000173,4818,520.279,29.94,15577.14,3894.28,2024-01-31
B2B00017385,SUPP_001,COMP000173,6307,130.667,54.89,7172.31,1793.08,2024-01-31
B2B00017386,SUPP_001,COMP000173,2710,279.28,15.47,4320.47,1080.12,2024-02-05
B2B00017387,SUPP_001,COMP000173,3401,208.706,37.92,7914.12,1978.53,2024-02-29
B2B00017388,SUPP_001,COMP000173,3402,342.576,44.91,15385.07,3846.27,2024-02-29
B2B00017389,SUPP_001,COMP000173,4818,496.271,29.94,14858.36,3714.59,2024-02-29
B2B00017390,SUPP_001,COMP000173,6307,126.562,54.89,6947.01,1736.75,2024-02-29
B2B00017391,SUPP_001,COMP000173,2710,282.907,15.47,4376.57,1094.14,2024-03-04
B2B00017392,SUPP_001,COMP000173,3401,200.608,37.92,7607.05,1901.76,2024-03-31
B2B00017393,SUPP_001,COMP000173,3402,333.448,44.91,14975.15,3743.79,2024-03-31
B2B00017394,SUPP_001,COMP000173,4818,480.712,29.94,14392.5,3598.12,2024-03-31
B2B00017395,SUPP_001,COMP000173,6307,123.379,54.89,6772.26,1693.06,2024-03-31
B2B00017396,SUPP_001,COMP000173,2710,279.413,15.47,4322.52,1080.63,2024-04-01
B2B00017397,SUPP_001,COMP000173,3401,213.963,37.94,8117.76,2029.44,2024-04-30
B2B00017398,SUPP_001,COMP000173,3402,339.98,44.91,15268.52,3817.13,2024-04-30
B2B00017399,SUPP_001,COMP000173,4818,492.68,29.96,14760.7,3690.18,2024-04-30
B2B00017400,SUPP_001,COMP000173,6307,131.398,54.74,7192.71,1798.18,2024-04-30
B2B00017401,SUPP_001,COMP000173,2710,277.192,15.42,4274.31,1068.58,2024-05-06
B2B00017402,SUPP_001,COMP000173,3401,207.544,37.94,7874.24,1968.56,2024-05-31
B2B00017403,SUPP_001,COMP000173,3402,341.362,44.91,15330.55,3832.64,2024-05-31
B2B00017404,SUPP_001,COMP000173,4818,482.735,29.96,14462.74,3615.68,2024-05-31
B2B00017405,SUPP_001,COMP000173,6307,130.515,54.74,7144.42,1786.1,2024-05-31
B2B00017406,SUPP_001,COMP000173,2710,277.29,15.42,4275.81,1068.95,2024-06-03
B2B00017407,SUPP_001,COMP000173,3401,215.321,37.94,8169.27,2042.32,2024-06-30
B2B00017408,SUPP_001,COMP000173,3402,323.121,44.91,14511.35,3627.84,2024-06-30
B2B00017409,SUPP_001,COMP000173,4818,513.916,29.96,15396.93,3849.23,2024-06-30
B2B00017410,SUPP_001,COMP000173,6307,129.995,54.74,7115.91,1778.98,2024-06-30
B2B00017411,SUPP_001,COMP000173,2710,282.817,15.42,4361.03,1090.26,2024-07-01
B2B00017412,SUPP_001,COMP000173,3401,212.92,37.91,8071.78,2017.94,2024-07-31
B2B00017413,SUPP_001,COMP000173,3402,350.373,44.98,15759.78,3939.94,2024-07-31
B2B00017414,SUPP_001,COMP000173,4818,516.333,29.92,15448.69,3862.17,2024-07-31
B2B00017415,SUPP_001,COMP000173,6307,129.427,54.79,7091.3,1772.82,2024-07-31
B2B00017416,SUPP_001,COMP000173,2710,296.457,15.42,4571.36,1142.84,2024-08-05
B2B00017417,SUPP_001,COMP000173,3401,211.446,37.91,8015.93,2003.98,2024-08-31
B2B00017418,SUPP_001,COMP000173,3402,341.758,44.98,15372.27,3843.07,2024-08-31
B2B00017419,SUPP_001,COMP000173,4818,514.821,29.92,15403.43,3850.86,2024-08-31
B2B00017420,SUPP_001,COMP000173,6307,126.004,54.79,6903.75,1725.94,2024-08-31
B2B00017421,SUPP_001,COMP000173,2710,280.622,15.42,4327.19,1081.8,2024-09-02
B2B00017422,SUPP_001,COMP000173,3401,218.749,37.91,8292.78,2073.2,2024-09-30
B2B00017423,SUPP_001,COMP000173,3402,332.515,44.98,14956.54,3739.14,2024-09-30
B2B00017424,SUPP_001,COMP000173,4818,485.606,29.92,14529.34,3632.34,2024-09-30
B2B00017425,SUPP_001,COMP000173,6307,119.063,54.79,6523.45,1630.86,2024-09-30
B2B00017426,SUPP_001,COMP000173,3401,204.204,37.96,7751.57,1937.89,2024-10-31
B2B00017427,SUPP_001,COMP000173,3402,346.633,44.95,15581.15,3895.29,2024-10-31
B2B00017428,SUPP_001,COMP000173,4818,498.353,29.9,14900.75,3725.19,2024-10-31
B2B00017429,SUPP_001,COMP000173,6307,121.365,54.71,6639.86,1659.96,2024-10-31
B2B00017430,SUPP_001,COMP000173,2710,279.205,15.4,4299.76,1074.94,2024-10-07
B2B00017431,SUPP_001,COMP000173,2710,275.272,15.4,4239.19,1059.8,2024-11-04
B2B00017432,SUPP_001,COMP000173,3401,199.289,37.96,7565.02,1891.26,2024-11-30
B2B00017433,SUPP_001,COMP000173,3402,328.0,44.95,14743.61,3685.9,2024-11-30
B2B00017434,SUPP_001,COMP000173,4818,503.532,29.9,15055.61,3763.9,2024-11-30
B2B00017435,SUPP_001,COMP000173,6307,125.104,54.71,6844.45,1711.11,2024-11-30
B2B00017436,SUPP_001,COMP000174,2710,65.511,15.3,1002.32,250.58,2024-01-01
B2B00017437,SUPP_001,COMP000174,3401,47.124,37.51,1767.64,441.91,2024-01-31
B2B00017438,SUPP_001,COMP000174,3402,74.516,44.42,3309.99,827.5,2024-01-31
B2B00017439,SUPP_001,COMP000174,4818,108.24,29.61,3205.0,801.25,2024-01-31
B2B00017440,SUPP_001,COMP000174,6307,28.903,54.28,1568.86,392.22,2024-01-31
B2B00017441,SUPP_001,COMP000174,2710,64.298,15.3,983.76,245.94,2024-02-05
B2B00017442,SUPP_001,COMP000174,3401,48.981,37.51,1837.29,459.32,2024-02-29
